Player,Team,Position,Age,File
Igor Milioransa,Académico de Viseu F.C.,"LB, LWB",29.0,Portugal II.xlsx
Danilo Ferreira,Torreense U23,RB,21.0,Portugal II.xlsx
Erivaldo Almeida,Marítimo,"RCB, RB, LCB",26.0,Portugal II.xlsx
G. Santos Costa,Feirense,"DMF, RCMF, LDMF",18.0,Portugal II.xlsx
Bernardo Gomes,União de Leiria,"CF, RCMF, LCMF",22.0,Portugal II.xlsx
B. Lima,Porto II,"LCMF, RCMF",18.0,Portugal II.xlsx
Dani Molina,Rudar Prijedor,"DMF, LDMF",30.0,Portugal II.xlsx
Diogo Martins,União de Leiria,"AMF, LW, RCMF",29.0,Portugal II.xlsx
E. Peña Zauner,Marítimo,"RAMF, RW, LW",26.0,Portugal II.xlsx
Jonny Arriba,Feirense,"LDMF, LCMF, LW",24.0,Portugal II.xlsx
B. Caicedo,Porto II,"LWF, LW, RW",19.0,Portugal II.xlsx
Mateus Mide,Porto U19,"CF, RCMF, LWF",18.0,Portugal II.xlsx
Francisco Canário,Portimonense U23,"CF, RWF, AMF",22.0,Portugal II.xlsx
Mésaque Djú,Portimonense,"CF, RWF",27.0,Portugal II.xlsx
Duarte Cunha,Porto U19,"RW, LWF, RWF",18.0,Portugal II.xlsx
L. Quintero,Torreense,"RWF, RAMF, RCMF",21.0,Portugal II.xlsx
Iuri Moreira,Paços de Ferreira,CF,22.0,Portugal II.xlsx
Y. Karamoh,Porto,"LW, LWF",27.0,Portugal II.xlsx
Rafael Besugo,Sporting CP II,"RWF, RCMF, LCMF",22.0,Portugal II.xlsx
A. Voitinovičius,Benfica U23,GK,19.0,Portugal II.xlsx
Henrique Pereira,Chaves,"LWF, LW",24.0,Portugal II.xlsx
Mário Junior,Felgueiras 1932,RCB,23.0,Portugal II.xlsx
J. Odehnal,União de Leiria,GK,24.0,Portugal II.xlsx
Anísio Cabral,Benfica U19,CF,18.0,Portugal II.xlsx
Gustavo Fernandes,Persebaya Surabaya,LCB,26.0,Portugal II.xlsx
Gustavo Silva,UD Oliveirense,CF,21.0,Portugal II.xlsx
B. Kanuric,Leixões,"RCMF, RDMF, CF",23.0,Portugal II.xlsx
Luccas Paraizo,Leixões,CF,23.0,Portugal II.xlsx
J. Wynder,Benfica II,"RCB, CB",20.0,Portugal II.xlsx
José Melro,Marítimo,CF,21.0,Portugal II.xlsx
K. Nagata,UD Oliveirense,"RCMF, RW",20.0,Portugal II.xlsx
Zé Leite,Penafiel,"RW, RWF",26.0,Portugal II.xlsx
António Ribeiro,Porto II,RCB,22.0,Portugal II.xlsx
R. Barbosa,Leixões,"AMF, LAMF, RCMF",30.0,Portugal II.xlsx
J. Mendes,União de Leiria,"LW, LAMF",24.0,Portugal II.xlsx
Paulinho,Leixões,"RCMF, LCMF, LDMF",28.0,Portugal II.xlsx
M. Tanlongo,Sporting CP,"CF, LCMF",22.0,Portugal II.xlsx
Jeimes,Paços de Ferreira,GK,25.0,Portugal II.xlsx
M. Tounkara,Chaves,"CB, RCB",24.0,Portugal II.xlsx
T. Pérez,Porto,DMF,20.0,Portugal II.xlsx
G. Novero,Feirense,"AMF, RAMF, CF",27.0,Portugal II.xlsx
Federico Bikoro,Chaves,"DMF, RCMF, LCMF",30.0,Portugal II.xlsx
João Casimiro,Portimonense,"DMF, RCMF, LCMF",20.0,Portugal II.xlsx
S. Koné,Académico de Viseu F.C.,"AMF, LCMF",24.0,Portugal II.xlsx
João Caiado,Paços de Ferreira,"LW, RCMF, LCMF",26.0,Portugal II.xlsx
Fran Delgado,Farense,"RB, RWB, RCB",24.0,Portugal II.xlsx
Pedro Vieira,Bylis Ballsh,"CF, AMF",23.0,Portugal II.xlsx
Rodrigo Andrade,Marítimo,"RB, LB",24.0,Portugal II.xlsx
Martim Cunha,Porto II,LB,19.0,Portugal II.xlsx
B. Agbor,Torreense,"LCB, RCB",24.0,Portugal II.xlsx
Silvino,Felgueiras 1932,RCB,21.0,Portugal II.xlsx
Z. Bafdili,,"AMF, LCMF",18.0,Portugal II.xlsx
Eduardo Fernandes,Benfica II,"CF, RW, RAMF",19.0,Portugal II.xlsx
Rafael Mota,Sporting CP II,"LCB, RCB, CB",19.0,Portugal II.xlsx
Yoan Pereira,Porto II,LB,18.0,Portugal II.xlsx
Leonardo Oliveira,Farense U23,CF,21.0,Portugal II.xlsx
Hélder Suker,Atlético CP,CF,26.0,Portugal II.xlsx
João Marcos,Feirense,CF,25.0,Portugal II.xlsx
I. Pavlić,Union Saint-Gilloise,RCMF,24.0,Portugal II.xlsx
H. Ivanov,Vizela,"RCMF, RDMF, DMF",25.0,Portugal II.xlsx
Rivaldo Morais,Farense,RB,25.0,Portugal II.xlsx
Ruan,Alanyaspor,LWF,20.0,Portugal II.xlsx
R. Rodrigo,Sporting CP II,CF,,Portugal II.xlsx
A. Do Marcolino,Ústí nad Labem,CF,24.0,Portugal II.xlsx
Ricardo Ribeiro,Benfica II,GK,22.0,Portugal II.xlsx
Unai Pérez,Torreense,GK,24.0,Portugal II.xlsx
G. Almeida,Mérida AD,"LDMF, RDMF, DMF",21.0,Portugal II.xlsx
Ricardo Velho,Gençlerbirliği,GK,27.0,Portugal II.xlsx
Pedro Mendes,Feirense,"LCB, RCB",35.0,Portugal II.xlsx
T. Takahashi,UD Oliveirense,"RWB, RB",19.0,Portugal II.xlsx
E. Ahouonon,Reims,RCB,22.0,Portugal II.xlsx
Platiny,Lusitania FC Lourosa,CF,35.0,Portugal II.xlsx
Diogo Casimiro,Felgueiras 1932,"RB, RW",27.0,Portugal II.xlsx
Jota Silva,Sporting Covilhã,"LAMF, LW, RW",23.0,Portugal II.xlsx
Arielson,Dhamk,"CF, LWF, LCMF",21.0,Portugal II.xlsx
Fernando Fonseca,Leixões,RB,29.0,Portugal II.xlsx
Diegão,Paços de Ferreira,"RCB, LDMF",22.0,Portugal II.xlsx
R. Žiković,União de Leiria,"LCB, RCB",21.0,Portugal II.xlsx
Mimito Biai,Lusitania FC Lourosa,"LCMF, RCMF, DMF",28.0,Portugal II.xlsx
Paulo Victor,América Mineiro,"LWF, RW",25.0,Portugal II.xlsx
Beni Jetour,Felgueiras 1932,"DMF, RCMF, LCMF",21.0,Portugal II.xlsx
S. Obradović,Academia Puerto Cabello,"RCB, CB",22.0,Portugal II.xlsx
Lucas Taibo,Sporting CP U23,LCB,20.0,Portugal II.xlsx
Nuno Félix,Benfica II,"DMF, LDMF, LCMF",22.0,Portugal II.xlsx
Mindinho,Portimonense,RCB,22.0,Portugal II.xlsx
L. Pierre,Vizela,"RCMF, RW, LCMF",28.0,Portugal II.xlsx
F. Dodji Dokou,Leixões,"LCMF, RDMF",21.0,Portugal II.xlsx
Dokou Dodo,Smouha,"LCMF, RDMF",21.0,Portugal II.xlsx
Pedro Pelágio,Chaves,RCMF,25.0,Portugal II.xlsx
R. Teixeira,Farense U19,"RCMF, LCMF",19.0,Portugal II.xlsx
Jotave,Portimonense,"RWB, RAMF",22.0,Portugal II.xlsx
V. Guzmán,Sporting CP U23,CF,20.0,Portugal II.xlsx
Edgar Ié,Feirense,"LCB, RCB",31.0,Portugal II.xlsx
Rúben Pina,Leixões,"LW, CF, LWF",26.0,Portugal II.xlsx
Rafael Pontelo,Farense,"LCB, CB, RCB",23.0,Portugal II.xlsx
Anhá Candé,Porto II,CF,18.0,Portugal II.xlsx
Diogo Figueiredo,São João Ver,GK,25.0,Portugal II.xlsx
Rafel Obrador,Torino,LB,22.0,Portugal II.xlsx
Leandro Martins,Benfica U21,"LB, RB, LWB",20.0,Portugal II.xlsx
Tomás Silva,Académico de Viseu F.C.,RDMF,22.0,Portugal II.xlsx
Bernardo Lima,Porto II,"DMF, RCMF, LCMF",17.0,Portugal II.xlsx
Ricardo Moura,Lusitania FC Lourosa,GK,37.0,Portugal II.xlsx
M. Injai,Penafiel,"RCB, RB",23.0,Portugal II.xlsx
Rodrigo Dias,Sporting CP II,"RWB, RB, LCMF",20.0,Portugal II.xlsx
Victor Silva,União de Leiria,"LW, RAMF, RW",21.0,Portugal II.xlsx
R. John,Benfica II,"RWF, LW, RCMF",,Portugal II.xlsx
A. Yahaya,Leixões,"LAMF, RW, RAMF",24.0,Portugal II.xlsx
Mateus Criciúma,Cuiabá,"RWF, RWB",27.0,Portugal II.xlsx
Daniel Costa,Sporting CP U19,"RCB, RWB, RB",18.0,Portugal II.xlsx
N. Gjorgjev,Farense,"AMF, RWF, RCMF",28.0,Portugal II.xlsx
M. Ndembi,Westerlo,"RCB, CB",18.0,Portugal II.xlsx
I. Cvijanović,Vizela,LB,22.0,Portugal II.xlsx
T. Prazeres Ferreira,Portimonense,"RCMF, LCMF, RW",,Portugal II.xlsx
B. Ahmed,Feirense,"LWF, LW, LAMF",21.0,Portugal II.xlsx
Gabriel Rodrigues,Chaves II,"RCMF, LCMF",21.0,Portugal II.xlsx
Famana Quizera,União de Leiria,"RW, RCMF, LW",24.0,Portugal II.xlsx
Eduardo Ferreira,Porto U19,CF,18.0,Portugal II.xlsx
Matheus Martins,Oeste,"LW, LWF, RW",27.0,Portugal II.xlsx
Afonso Peixoto,Torreense U23,"LB, LW",23.0,Portugal II.xlsx
A. Palacios,Lusitania FC Lourosa,"LW, RW, CF",22.0,Portugal II.xlsx
D. Steczyk,Académico de Viseu F.C.,CF,27.0,Portugal II.xlsx
T. Keating,UD Oliveirense,RCB,20.0,Portugal II.xlsx
B. Ahmed,Feirense,"LWF, LW, LAMF",21.0,Portugal II.xlsx
Madi Queta,Penafiel,RW,27.0,Portugal II.xlsx
Guilherme Oliveira,CF Os Belenenses,GK,31.0,Portugal III.xlsx
Ricardo Teixeira,Académica,RCB,24.0,Portugal III.xlsx
Martim Duarte,Amarante,GK,23.0,Portugal III.xlsx
Carlos Alves,Académica,GK,28.0,Portugal III.xlsx
Rui Ferreira,Amarante,"LB, LWB",24.0,Portugal III.xlsx
Diogo Gomes,Trofense,"CB, RCB, DMF",25.0,Portugal III.xlsx
João Ricardo,União Santarém,"LWB, LB",24.0,Portugal III.xlsx
António Montez,Académica,"DMF, RDMF",24.0,Portugal III.xlsx
Leandro Silva,Académica,"RCMF, LCMF",32.0,Portugal III.xlsx
Kauê Alves,Mafra,"LCB, RCB",20.0,Portugal III.xlsx
Diogo Paulo,CF Os Belenenses,LDMF,24.0,Portugal III.xlsx
Rodrigo Silva,Vitória Guimarães II,RB,19.0,Portugal III.xlsx
M. Niang,Mafra,CF,24.0,Portugal III.xlsx
Braima Sambú,Mafra,"RDMF, LDMF, DMF",25.0,Portugal III.xlsx
Nuno Silva,Trofense,GK,28.0,Portugal III.xlsx
F. Mendes,Amarante,RCB,23.0,Portugal III.xlsx
Cassiano,Lusitano Évora 1911,"RCB, LCB",31.0,Portugal III.xlsx
Duarte Martins,Lusitano Évora 1911,GK,24.0,Portugal III.xlsx
João Carvalho,Sporting Braga II,GK,22.0,Portugal III.xlsx
Edson Farias,Académica,RB,34.0,Portugal III.xlsx
João Tarzan,Caldas,"CF, AMF",31.0,Portugal III.xlsx
Rúben Oliveira,Varzim,"LCMF, DMF, RCMF",31.0,Portugal III.xlsx
Ricardo Rocha,Vitória Guimarães II,"DMF, RDMF, RCMF",22.0,Portugal III.xlsx
Pedro Covelinhas,Varzim,"RCB, LCB",26.0,Portugal III.xlsx
Reko,Trofense,"LCMF, LWB",26.0,Portugal III.xlsx
Nuno Hidalgo,União Santarém,GK,34.0,Portugal III.xlsx
Gustavo Galil,Sporting Covilhã,GK,28.0,Portugal III.xlsx
Káká,Académica,LB,33.0,Portugal III.xlsx
João Pinto,Lusitano Évora 1911,LB,31.0,Portugal III.xlsx
Talocha,Varzim,LB,36.0,Portugal III.xlsx
Moussa Camara,Mafra,"RCB, CB",21.0,Portugal III.xlsx
Nandinho,AD Marco 09,LB,29.0,Portugal III.xlsx
Joel Monteiro,São João Ver,"RB, RWB",35.0,Portugal III.xlsx
Marco Grilo,União Santarém,"RCMF, LCMF, DMF",32.0,Portugal III.xlsx
Fernando Almeida,Amarante,"LCMF, RCMF, DMF",23.0,Portugal III.xlsx
Nuninho,Trofense,"AMF, RWB, RW",28.0,Portugal III.xlsx
Diogo Castro,Fafe,RB,29.0,Portugal III.xlsx
G. Águas,União Santarém,"LWF, LW, RWB",22.0,Portugal III.xlsx
Tiago Morgado,CF Os Belenenses,"RDMF, RCMF",32.0,Portugal III.xlsx
João Filipe,Amarante,"CB, LCB",26.0,Portugal III.xlsx
J. Saint-Louis,Amarante,"CF, LW, LWF",26.0,Portugal III.xlsx
Mauro Antunes,Amora,"LCMF, AMF",34.0,Portugal III.xlsx
Alisson Calegari,Sporting Covilhã,RCB,25.0,Portugal III.xlsx
Evandro Barros,CF Os Belenenses,LB,26.0,Portugal III.xlsx
Euri Carvalho,Lusitano Évora 1911,RB,22.0,Portugal III.xlsx
Wilson Soares,Caldas,GK,33.0,Portugal III.xlsx
Dénis Duarte,Paredes,RCB,31.0,Portugal III.xlsx
Fábio Matos,Paredes,GK,26.0,Portugal III.xlsx
M. Diarra,Trofense,"CF, RWF",27.0,Portugal III.xlsx
Samuel Vivas,Amarante,LCB,22.0,Portugal III.xlsx
Duarte Henriques,Atlético CP,LCB,23.0,Portugal III.xlsx
João Batista,Fafe,RCB,28.0,Portugal III.xlsx
Francisco Dias,Vitória Guimarães II,LB,23.0,Portugal III.xlsx
S. Iheanacho,Mafra,"LAMF, CF, LWF",21.0,Portugal III.xlsx
Duarte Maneta,Caldas,"RCB, CB, LCB",23.0,Portugal III.xlsx
João Lomba,Sporting Braga,"RCMF, RDMF, LCMF",18.0,Portugal III.xlsx
Pedro Pereira,União Santarém,RCB,24.0,Portugal III.xlsx
Dino Semedo,Amora,"LWF, LW, RB",27.0,Portugal III.xlsx
Filipe Cardoso,Fafe,"DMF, RCMF, CB",31.0,Portugal III.xlsx
Luís Filipe,Varzim,"RB, RWB",24.0,Portugal III.xlsx
Zé Ricardo,Caldas,"RCB, RB",28.0,Portugal III.xlsx
Leandro Teixeira,Fafe,LCB,28.0,Portugal III.xlsx
Janico,Sanjoanense,"RB, RCB",23.0,Portugal III.xlsx
Marcos Paulo,Académica,"LCMF, AMF, RCMF",37.0,Portugal III.xlsx
Idrissa Camará,União Santarém,"LCMF, RCMF",23.0,Portugal III.xlsx
C. Niang,Sporting Covilhã,"CF, AMF, RWF",23.0,Portugal III.xlsx
Tiago Baptista,Lusitano Évora 1911,"RCMF, AMF",30.0,Portugal III.xlsx
Gonçalo Cunha,Trofense,"LCB, CB",23.0,Portugal III.xlsx
Pedro Ferreira,Paredes,"RDMF, RCMF, LCMF",26.0,Portugal III.xlsx
Tiago Ventura,Amarante,"RWB, RB, CF",23.0,Portugal III.xlsx
Diogo Leitão,CF Os Belenenses,"LAMF, RAMF, LWF",27.0,Portugal III.xlsx
Pedro Araújo,Paredes,RB,26.0,Portugal III.xlsx
Bruno Morais,São João Ver,"RCB, LCB",28.0,Portugal III.xlsx
Diogo Clemente,Caldas,"LB, LWB",30.0,Portugal III.xlsx
Martim Águas,Lusitano Évora 1911,"LCMF, LDMF",32.0,Portugal III.xlsx
Hélio Cruz,Amora,"DMF, RCMF",32.0,Portugal III.xlsx
Caiser Gomes,1º Dezembro,RCB,26.0,Portugal III.xlsx
Franco Almara,Lusitano Évora 1911,"LW, LAMF, LWF",25.0,Portugal III.xlsx
Manuel Pedro,AD Marco 09,RCB,31.0,Portugal III.xlsx
Vasconcelos,Sporting Braga II,"AMF, CF",21.0,Portugal III.xlsx
João Oliveira,Fafe,"LCMF, RCMF",34.0,Portugal III.xlsx
Vasco Gomes,Sanjoanense,"LDMF, RDMF, CF",25.0,Portugal III.xlsx
João Vigário,Fafe,LB,30.0,Portugal III.xlsx
Dida,Lusitano Évora 1911,CF,29.0,Portugal III.xlsx
Alcobia,Vitória Guimarães II,RCB,22.0,Portugal III.xlsx
Nuno Tomás,CF Os Belenenses,LCB,30.0,Portugal III.xlsx
Tiago Ferreira,Sporting Braga II,"LDMF, LCMF, DMF",19.0,Portugal III.xlsx
Diogo Silva,AD Marco 09,"RCMF, DMF",29.0,Portugal III.xlsx
Ricardo Dias,Atlético CP,"LDMF, LCMF, RDMF",35.0,Portugal III.xlsx
M. Mbaye,Varzim,GK,28.0,Portugal III.xlsx
Afonso Pinto,CF Os Belenenses,"RCB, LCB, CB",22.0,Portugal III.xlsx
Barbosa,São João Ver,"DMF, RCMF",27.0,Portugal III.xlsx
Djé Beni,Mafra,LB,21.0,Portugal III.xlsx
André Oliveira,Vitória Guimarães II,"LCB, RCB",20.0,Portugal III.xlsx
Rodrigo Ferreira,Sporting Covilhã,"RDMF, LCMF, RCMF",24.0,Portugal III.xlsx
Guilherme,Académica,LCB,25.0,Portugal III.xlsx
Edu Pinheiro,Sanjoanense,"LCMF, LDMF, RDMF",28.0,Portugal III.xlsx
Bruno Almeida,Atlético CP,RCB,25.0,Portugal III.xlsx
Fábio Pala,Amora,"RB, LB, RCB",33.0,Portugal III.xlsx
T. Wander,Sanjoanense,"CF, AMF",22.0,Portugal III.xlsx
Miguel Bandarra,CF Os Belenenses,RB,30.0,Portugal III.xlsx
Pedro Silva,Mafra,GK,29.0,Portugal III.xlsx
Joãozinho,Varzim,"RAMF, RW",29.0,Portugal III.xlsx
Lénio Neves,Mafra,"AMF, RDMF, RCMF",26.0,Portugal III.xlsx
Guilherme Costa,Sporting Braga II,"LB, RWB",20.0,Portugal III.xlsx
Picas,Fafe,"RW, RWF, RAMF",25.0,Portugal III.xlsx
Rodrigo Valente,São João Ver,"RCMF, LCMF",25.0,Portugal III.xlsx
Danny,AD Marco 09,GK,30.0,Portugal III.xlsx
João Monteiro,Sanjoanense,GK,24.0,Portugal III.xlsx
Angelo Barbosa,Sporting Covilhã,"LDMF, DMF, LCMF",26.0,Portugal III.xlsx
Harruna Innusah,Amarante,"RCMF, LCMF, DMF",26.0,Portugal III.xlsx
João Oliveira,1º Dezembro,GK,23.0,Portugal III.xlsx
L. Mané,VPS,"CB, LCMF",26.0,Portugal III.xlsx
Manu,União Santarém,"CF, LWF, RWF",20.0,Portugal III.xlsx
Tiago Duque,Amora,LCB,31.0,Portugal III.xlsx
Carlos Daniel,Fafe,"LW, CF, RWF",24.0,Portugal III.xlsx
Bruno Sousa,AD Marco 09,RB,29.0,Portugal III.xlsx
Fernando Loureiro,Sanjoanense,"RCB, LCB",23.0,Portugal III.xlsx
André Liberal,Sporting Covilhã,CF,23.0,Portugal III.xlsx
Rui Bruno,São João Ver,LCB,27.0,Portugal III.xlsx
Edu Borges,1º Dezembro,"CB, LCB",23.0,Portugal III.xlsx
Diego,Amora,GK,26.0,Portugal III.xlsx
Pipo,Caldas,"RCMF, LCMF, RDMF",29.0,Portugal III.xlsx
Vicente Durand,Atlético CP,"LB, LWB",22.0,Portugal III.xlsx
Tomás Marques,Sporting Braga II,"RB, RCB",21.0,Portugal III.xlsx
Francisco França,Varzim,"RCMF, LCMF",24.0,Portugal III.xlsx
B. Souza,Académica,"LW, LAMF, LWF",22.0,Portugal III.xlsx
Erik,Paredes,"AMF, CF, LW",28.0,Portugal III.xlsx
Cesinha,CF Os Belenenses,RCB,24.0,Portugal III.xlsx
S. Davou,Lusitano Évora 1911,"RW, RAMF, RWF",29.0,Portugal III.xlsx
Yuk Jinyoung,Paredes,"RAMF, RW",24.0,Portugal III.xlsx
Bruno Ventura,União Santarém,"CF, LWF, RWF",25.0,Portugal III.xlsx
Afonso,CF Os Belenenses,"AMF, LCMF",25.0,Portugal III.xlsx
Matheus Palmério,Caldas,"DMF, LCMF, RCMF",24.0,Portugal III.xlsx
Hugo Nunes,Vitória Guimarães II,"LDMF, LCMF",24.0,Portugal III.xlsx
Fábio Ferreira,Atlético CP,GK,27.0,Portugal III.xlsx
Edu Silva,Sporting Covilhã,LB,25.0,Portugal III.xlsx
Tiago Martins,Fafe,GK,27.0,Portugal III.xlsx
Rui Pacheco,Paredes,LCB,23.0,Portugal III.xlsx
João Daniel,Trofense,"RCMF, RDMF, DMF",23.0,Portugal III.xlsx
David Veiga,Paredes,"LDMF, LCMF, RDMF",26.0,Portugal III.xlsx
R. Coelho Fernandes,Académica,"RW, RAMF, LW",21.0,Portugal III.xlsx
João Oliveira,Amora,CF,27.0,Portugal III.xlsx
António Infante,1º Dezembro,"LWB, LB, LWF",21.0,Portugal III.xlsx
José Cardoso,Vitória Guimarães II,GK,19.0,Portugal III.xlsx
Rafael Moreira,Mafra,"RB, RAMF, LB",24.0,Portugal III.xlsx
Daniel Rodrigues,Amarante,"CF, RCMF",24.0,Portugal III.xlsx
Botche Candé,Lusitano Évora 1911,"DMF, RDMF",22.0,Portugal III.xlsx
Vitó,1º Dezembro,"LCMF, RCMF",28.0,Portugal III.xlsx
Rui Carreira,Caldas,"LCB, LB",22.0,Portugal III.xlsx
Miguel Barandas,Atlético CP,"RWB, RAMF, RWF",26.0,Portugal III.xlsx
Nicolás Souza,Atlético CP,CF,25.0,Portugal III.xlsx
Paulinho,Atlético CP,"RB, RCB",34.0,Portugal III.xlsx
Washington Santana,São João Ver,"CB, DMF",37.0,Portugal III.xlsx
Hugo Firmino,São João Ver,"CF, RWF",37.0,Portugal III.xlsx
João Freitas,1º Dezembro,"LCB, RCB",33.0,Portugal III.xlsx
Miguel Silva,Sporting Covilhã,"RB, LB",27.0,Portugal III.xlsx
Miguel Vilela,São João Ver,"LB, LWB, LCB",26.0,Portugal III.xlsx
João Oliveira,São João Ver,"LWB, LB",25.0,Portugal III.xlsx
João Couto,Sanjoanense,"RAMF, RW, CF",24.0,Portugal III.xlsx
Celso Raposo,Mafra,RB,30.0,Portugal III.xlsx
Francisco Saldanha,Trofense,"RCB, RB",25.0,Portugal III.xlsx
Ednilson Furtado,Amora,"RW, RWF, LB",30.0,Portugal III.xlsx
M. Moreno,Paredes,"LAMF, LW",22.0,Portugal III.xlsx
Cuba,Académica,CF,23.0,Portugal III.xlsx
F. Cezar,Sanjoanense,CF,29.0,Portugal III.xlsx
Miguel Vila Cova,Varzim,"CB, RCB",19.0,Portugal III.xlsx
João Santos,Fafe,"CF, LWF, LW",27.0,Portugal III.xlsx
David Monteiro,União Santarém,"RB, RWB",22.0,Portugal III.xlsx
Fodé Pascoal,Sporting Braga II,LCB,21.0,Portugal III.xlsx
C. Triana,Académica,CF,28.0,Portugal III.xlsx
Juan Herrera,Atlético CP,"LAMF, AMF, LCMF",23.0,Portugal III.xlsx
Mauro Ribeiro,AD Marco 09,"RW, RWF",23.0,Portugal III.xlsx
Joel Ferreira,Trofense,"LB, LCB",34.0,Portugal III.xlsx
Jorge Bernardo,1º Dezembro,"RWB, RB",34.0,Portugal III.xlsx
Eduardo,CF Os Belenenses,CF,27.0,Portugal III.xlsx
Daniel Carvalho,Vitória Guimarães II,"AMF, RCMF, LCMF",22.0,Portugal III.xlsx
Filipe Maio,Sanjoanense,LB,27.0,Portugal III.xlsx
Rodrigo Rêgo,Varzim,LCB,24.0,Portugal III.xlsx
Erivaldo,AD Marco 09,"RB, LW, LWF",32.0,Portugal III.xlsx
Miguel Vaz,Vitória Guimarães II,CF,20.0,Portugal III.xlsx
Andrezinho,Sanjoanense,LCMF,30.0,Portugal III.xlsx
Vítinha,Sanjoanense,"RB, RW",27.0,Portugal III.xlsx
Jaime Simões,União Santarém,"CB, LCB",36.0,Portugal III.xlsx
Nuno Matos,Sporting Braga II,"RCB, LCB",21.0,Portugal III.xlsx
Filipe Marques,Amora,"LCMF, DMF, RCMF",28.0,Portugal III.xlsx
Miguel Lopes,Amora,"LW, LAMF",30.0,Portugal III.xlsx
Zeega,Vitória Guimarães II,"RCMF, AMF, RWF",17.0,Portugal III.xlsx
Rui Santos,Sanjoanense,"LB, LWB",22.0,Portugal III.xlsx
Fran González,Atlético CP,"RCB, CB",27.0,Portugal III.xlsx
M. Tepe,Vitória Guimarães II,"LWF, RW, LAMF",21.0,Portugal III.xlsx
Gonçalo Pimenta,Varzim,"RCB, RB",29.0,Portugal III.xlsx
Rika,Vitória Guimarães II,"LCB, LB",20.0,Portugal III.xlsx
Tiago Palancha,Lusitano Évora 1911,LCB,27.0,Portugal III.xlsx
F. Cruz,Sporting Covilhã,"LAMF, AMF, LW",26.0,Portugal III.xlsx
Guilherme  Paula,Vitória Guimarães II,"LW, LAMF, LWF",21.0,Portugal III.xlsx
Paulo Lima,VPS,"RCMF, LCMF, DMF",27.0,Portugal III.xlsx
Diogo Outeiro,Paredes,LB,25.0,Portugal III.xlsx
Martim Boloto,Varzim,"DMF, RDMF, LCMF",22.0,Portugal III.xlsx
Ká Semedo,Fafe,CF,31.0,Portugal III.xlsx
David Vinhas,União Santarém,"CB, LCB",23.0,Portugal III.xlsx
Yan Said,Sporting Braga II,CF,23.0,Portugal III.xlsx
Marculino Ninte,Mafra,"RAMF, LAMF",28.0,Portugal III.xlsx
Balelo,Paredes,CF,24.0,Portugal III.xlsx
M. Cunha,Amarante,"LCMF, RWF, CF",26.0,Portugal III.xlsx
Andrey,Mafra,"RDMF, LDMF, LCMF",22.0,Portugal III.xlsx
Ruca,Trofense,"LCMF, RCMF",23.0,Portugal III.xlsx
Tim,AD Marco 09,"LW, LWF",21.0,Portugal III.xlsx
Miguel Nogueira,Vitória Guimarães II,"RW, RAMF, RWF",21.0,Portugal III.xlsx
David Rebelo,CF Os Belenenses,"LAMF, RAMF, LWF",23.0,Portugal III.xlsx
João Castro,São João Ver,"LCMF, LWF",24.0,Portugal III.xlsx
Caleb,Atlético CP,"AMF, RCMF",33.0,Portugal III.xlsx
Harramiz,1º Dezembro,"CF, RWF",35.0,Portugal III.xlsx
Jailson Gomes,Sporting Covilhã,"RAMF, RW",25.0,Portugal III.xlsx
Hugo Basto,Trofense,"RCB, LCB",33.0,Portugal III.xlsx
Kiko Félix,Sanjoanense,"LAMF, AMF, LW",23.0,Portugal III.xlsx
Obama Ribeiro,Amarante,"RB, RWB",23.0,Portugal III.xlsx
Rodrigo Monteiro,Lusitano Évora 1911,RCB,26.0,Portugal III.xlsx
David Martins,AD Marco 09,"LCB, RCB, RB",25.0,Portugal III.xlsx
Nuno Januário,Caldas,"RB, RWB, RW",30.0,Portugal III.xlsx
João Machado,CF Os Belenenses,RB,21.0,Portugal III.xlsx
A. Idache,Amarante,CF,24.0,Portugal III.xlsx
Vasco Braga,Fafe,"LCMF, RCMF",32.0,Portugal III.xlsx
Diogo Sequeira,Varzim,"RW, RB, LWB",22.0,Portugal III.xlsx
João Serrão,São João Ver,"RCB, CB",26.0,Portugal III.xlsx
Rodrigo Matos,Mafra,"AMF, RWF, DMF",22.0,Portugal III.xlsx
Théo Fonseca,Fafe,"CF, LW, LWF",25.0,Portugal III.xlsx
Edu,Trofense,"LWB, LB",26.0,Portugal III.xlsx
Mica,Sporting Covilhã,"LCMF, RCMF",33.0,Portugal III.xlsx
Duarte Duarte,AD Marco 09,"LCMF, RCMF",38.0,Portugal III.xlsx
J. Oliveira,Trofense,"RB, RWB",21.0,Portugal III.xlsx
Candeias,Académica,"RW, RAMF, RWF",38.0,Portugal III.xlsx
Nuno Pereira,São João Ver,"LW, LWF",30.0,Portugal III.xlsx
Pedro Marques,São João Ver,CF,23.0,Portugal III.xlsx
Fábio Pacheco,AD Marco 09,"DMF, LCMF",37.0,Portugal III.xlsx
Pedro Clemente,Varzim,CF,23.0,Portugal III.xlsx
E. Ayiah,União Santarém,"CF, LW, LWF",26.0,Portugal III.xlsx
Á. Gomes,Varzim,"LW, RAMF, AMF",25.0,Portugal III.xlsx
Filipe Garcia,Sporting Covilhã,"LB, LWF, LAMF",26.0,Portugal III.xlsx
Diogo Cardoso,İmişli,CF,24.0,Portugal III.xlsx
Afonso Valente,CF Os Belenenses,"AMF, RDMF, LDMF",25.0,Portugal III.xlsx
